names	scores	pvals_adj	group
MCUR1	-0.06981657	1.0	1
GOLT1B	-0.06996643	0.9998635999843186	3
PLA2G7	-0.070138186	0.9998885227712205	5
RAB9A	-0.070245676	0.9998885227712205	5
CUL4B	-0.070353165	0.9998885227712205	5
SPHK1	-0.07042744	0.9989176757928435	6
ZNF45	-0.07042744	0.9989176757928435	6
AL928768.3	-0.07042744	0.9989176757928435	6
IDUA	-0.07042744	0.9989176757928435	6
RP11-430B1.2	-0.07042744	0.9989176757928435	6
C6orf25	-0.07042744	0.9989176757928435	6
EOGT	-0.07042744	0.9989176757928435	6
F5	-0.07042744	0.9989176757928435	6
ZNF718	-0.07042744	0.9989176757928435	6
LYPD2	-0.07042744	0.9989176757928435	6
LUC7L	-0.07045943	0.9999810907733624	0
PPP1R2	-0.07061202	0.9998635999843186	3
HCFC2	-0.070709206	0.9980339765977769	7
RP11-428G5.5	-0.070709206	0.9980339765977769	7
RP11-468E2.4	-0.07095507	0.999963303507041	2
CD19	-0.07098639	0.9989176757928435	6
CRIP3	-0.07105305	0.9999810907733624	0
SRPR	-0.07106945	0.999963303507041	2
UBA5	-0.07109056	1.0	4
ARHGAP19	-0.07110467	0.9999810907733624	0
TEX2	-0.07110467	0.9999810907733624	0
LDOC1L	-0.071110696	1.0	1
ZNF653	-0.071156286	0.9999810907733624	0
RP11-142C4.6	-0.071156286	0.9999810907733624	0
C1orf198	-0.0712079	0.9999810907733624	0
TPM2	-0.07131114	0.9999810907733624	0
NT5M	-0.07136276	0.9999810907733624	0
RP11-1000B6.3	-0.07136276	0.9999810907733624	0
HOMER2	-0.07141438	0.9999810907733624	0
EGFL7	-0.071575254	1.0	1
ANTXR2	-0.07160323	0.999963303507041	2
EXOC6	-0.07162077	0.9998635999843186	3
PTGDR2	-0.07164162	1.0	1
ARG2	-0.07170798	1.0	1
ALOX12	-0.07170798	1.0	1
CLNS1A	-0.07175055	0.9998885227712205	5
DISP1	-0.07177435	1.0	1
SAMD1	-0.07202263	0.999963303507041	2
PHF14	-0.07218866	0.9999810907733624	0
C16orf54	-0.072234266	0.9998885227712205	5
BGLAP	-0.07238741	0.9998635999843186	3
RSPH9	-0.07238741	0.9998635999843186	3
PDZK1IP1	-0.07238741	0.9998635999843186	3
HGD	-0.07238741	0.9998635999843186	3
RP11-545I5.3	-0.07238741	0.9998635999843186	3
ZNF587B	-0.07238741	0.9998635999843186	3
PBLD	-0.07238741	0.9998635999843186	3
RP11-219B4.7	-0.07238741	0.9998635999843186	3
CLDN5	-0.07238741	0.9998635999843186	3
ARVCF	-0.07238741	0.9998635999843186	3
HIST1H1B	-0.07238741	0.9998635999843186	3
TGFB1I1	-0.07238741	0.9998635999843186	3
MMP9	-0.07238741	0.9998635999843186	3
ELANE	-0.07238741	0.9998635999843186	3
LINC00494	-0.07238741	0.9998635999843186	3
RP11-42I10.1	-0.07238741	0.9998635999843186	3
PLD4	-0.07276983	1.0	1
CTC-444N24.11	-0.0728362	1.0	1
ZNF350	-0.07293713	0.9999810907733624	0
ZNF747	-0.07299015	0.9980339765977769	7
GPR35	-0.07299015	0.9980339765977769	7
GBGT1	-0.07299015	0.9980339765977769	7
MTRF1	-0.07299015	0.9980339765977769	7
PRR5L	-0.07299015	0.9980339765977769	7
JAKMIP1	-0.07299015	0.9980339765977769	7
CTC-444N24.11	-0.07299015	0.9980339765977769	7
YEATS2	-0.07299015	0.9980339765977769	7
PTGDS	-0.07299015	0.9980339765977769	7
COMMD10	-0.07301456	0.9999810907733624	0
RPUSD4	-0.073040366	0.9999810907733624	0
PGM2	-0.07322103	0.9999810907733624	0
ZNF212	-0.073255435	0.9998885227712205	5
MLEC	-0.073275104	0.9998635999843186	3
SLC19A1	-0.073318966	0.999963303507041	2
ST3GAL2	-0.07343335	0.999963303507041	2
CD1C	-0.07356622	1.0	1
EARS2	-0.07373722	0.9999810907733624	0
IL16	-0.07379289	0.9998885227712205	5
TOP2B	-0.07389207	0.9999810907733624	0
ZRANB3	-0.074041754	0.9998635999843186	3
FANCI	-0.07404693	0.9999810907733624	0
CUL4B	-0.07405708	1.0	4
DMTN	-0.074340075	0.9989176757928435	6
C9orf3	-0.074340075	0.9989176757928435	6
SPRY1	-0.074340075	0.9989176757928435	6
TMEM194A	-0.074340075	0.9989176757928435	6
OBSCN	-0.074340075	0.9989176757928435	6
ZNF799	-0.074340075	0.9989176757928435	6
ELOVL4	-0.074340075	0.9989176757928435	6
FBXW9	-0.07445988	0.9999810907733624	0
MANEA-AS1	-0.074525945	0.9998635999843186	3
C14orf166	-0.074586816	1.0	4
PPP6R1	-0.07460665	0.9998635999843186	3
RBM26-AS1	-0.07460665	0.9998635999843186	3
ATP10A	-0.07460665	0.9998635999843186	3
TAOK2	-0.07466635	0.9999810907733624	0
IRAK4	-0.0747277	0.9998635999843186	3
WDR91	-0.074844055	0.999963303507041	2
RTFDC1	-0.074890934	0.9980339765977769	7
PPP2CA	-0.07492445	0.9999810907733624	0
MBNL1-AS1	-0.075072825	0.999963303507041	2
NAA25	-0.07511655	1.0	4
DDI2	-0.07527109	0.9980339765977769	7
WARS2	-0.07527109	0.9980339765977769	7
TRIT1	-0.07527109	0.9980339765977769	7
CLSTN3	-0.07527109	0.9980339765977769	7
BACE2	-0.07527109	0.9980339765977769	7
SLC27A1	-0.07527109	0.9980339765977769	7
ATF7IP2	-0.07529777	0.9998885227712205	5
TADA2A	-0.07545409	0.999963303507041	2
SAMD1	-0.07549225	0.9999810907733624	0
MARCH5	-0.07568155	0.9989176757928435	6
DNMT3A	-0.07572774	0.9998885227712205	5
RCE1	-0.075752236	1.0	4
PGM2	-0.075752236	1.0	4
TAOK2	-0.07606413	0.999963303507041	2
PHRF1	-0.07607008	1.0	4
SHOC2	-0.07612305	1.0	4
PRKD2	-0.076139934	0.9998635999843186	3
MTCH2	-0.07638203	0.9998635999843186	3
TMEM18	-0.07651948	1.0	1
SPAG5	-0.076910146	0.9998885227712205	5
GNE	-0.076910146	0.9998885227712205	5
KIFC3	-0.076910146	0.9998885227712205	5
INSL3	-0.076910146	0.9998885227712205	5
TUBG2	-0.076910146	0.9998885227712205	5
GDF11	-0.076910146	0.9998885227712205	5
SH3BGRL2	-0.076910146	0.9998885227712205	5
GNG3	-0.076910146	0.9998885227712205	5
SERAC1	-0.076910146	0.9998885227712205	5
AEBP1	-0.076910146	0.9998885227712205	5
AP003419.16	-0.076910146	0.9998885227712205	5
ZNF503	-0.076910146	0.9998885227712205	5
TCL1B	-0.076910146	0.9998885227712205	5
BCDIN3D	-0.07745376	0.9999810907733624	0
ERCC6L2	-0.077552035	0.9980339765977769	7
RAD51B	-0.077552035	0.9980339765977769	7
TP53BP2	-0.077552035	0.9980339765977769	7
RP13-270P17.3	-0.077552035	0.9980339765977769	7
MED9	-0.077552035	0.9980339765977769	7
PAX5	-0.077552035	0.9980339765977769	7
FAM98A	-0.077552035	0.9980339765977769	7
ICOSLG	-0.077552035	0.9980339765977769	7
ARMCX5	-0.077552035	0.9980339765977769	7
CRTC1	-0.077552035	0.9980339765977769	7
CYP27A1	-0.077552035	0.9980339765977769	7
TGFBRAP1	-0.07755334	1.0	4
RP11-367G6.3	-0.07765928	1.0	4
GALK1	-0.07771358	0.9998635999843186	3
HGD	-0.07800863	0.999963303507041	2
PDZK1IP1	-0.07800863	0.999963303507041	2
RP11-42I10.1	-0.07800863	0.999963303507041	2
COLGALT2	-0.07800863	0.999963303507041	2
CTD-2537I9.12	-0.07800863	0.999963303507041	2
RIN2	-0.07800863	0.999963303507041	2
HIST1H1B	-0.07800863	0.999963303507041	2
MMP9	-0.07800863	0.999963303507041	2
IPO9-AS1	-0.07800863	0.999963303507041	2
CLDN5	-0.07800863	0.999963303507041	2
ARVCF	-0.07800863	0.999963303507041	2
RSPH9	-0.07800863	0.999963303507041	2
ELANE	-0.07800863	0.999963303507041	2
PBLD	-0.07800863	0.999963303507041	2
PLA2G4C	-0.07800863	0.999963303507041	2
RP11-545I5.3	-0.07800863	0.999963303507041	2
C5AR2	-0.07800863	0.999963303507041	2
TTC30A	-0.07800863	0.999963303507041	2
S100P	-0.078189015	1.0	4
AEBP1	-0.078189015	1.0	4
AP003419.16	-0.078189015	1.0	4
GNE	-0.078189015	1.0	4
GNG3	-0.078189015	1.0	4
REPS2	-0.078189015	1.0	4
ESAM	-0.078189015	1.0	4
TCL1B	-0.078189015	1.0	4
MCF2L	-0.078189015	1.0	4
ACVR2A	-0.078189015	1.0	4
ZNF503	-0.078189015	1.0	4
C2orf88	-0.078189015	1.0	4
TUBG2	-0.078189015	1.0	4
TAF10	-0.07823812	0.9998635999843186	3
ZNF682	-0.07825271	0.9989176757928435	6
FRY-AS1	-0.07825271	0.9989176757928435	6
TMEM177	-0.07825271	0.9989176757928435	6
CCND2	-0.07825271	0.9989176757928435	6
AC005082.12	-0.07825271	0.9989176757928435	6
TNFRSF17	-0.07825271	0.9989176757928435	6
CYTH2	-0.07843451	0.9999810907733624	0
ZBTB10	-0.07848613	0.9999810907733624	0
SLC48A1	-0.078612804	1.0	4
TFAM	-0.07868376	0.9998885227712205	5
SYCE1	-0.07877591	1.0	1
TRIT1	-0.07880302	0.9998635999843186	3
CWC27	-0.078844994	0.9998885227712205	5
DDB2	-0.078930646	1.0	4
BRWD1	-0.07905997	0.9998885227712205	5
C10orf32	-0.0790762	0.999963303507041	2
SNRNP27	-0.07914254	1.0	4
STX16	-0.07919058	0.999963303507041	2
SNW1	-0.079419345	0.999963303507041	2
RP11-141B14.1	-0.07947275	1.0	1
RPS6KL1	-0.07947275	1.0	1
DNAJC27	-0.07947275	1.0	1
RAB6B	-0.07947275	1.0	1
UBE2C	-0.07947275	1.0	1
ARHGAP11A	-0.07947275	1.0	1
ENKUR	-0.07947275	1.0	1
C1QC	-0.07947275	1.0	1
RP11-314N13.3	-0.07947275	1.0	1
HIST1H2AH	-0.07947275	1.0	1
ITGB3	-0.07947275	1.0	1
RP11-378J18.3	-0.07947275	1.0	1
RP11-493L12.4	-0.07947275	1.0	1
SLC20A2	-0.07983298	0.9980339765977769	7
SLC25A12	-0.07983298	0.9980339765977769	7
RP5-887A10.1	-0.07983298	0.9980339765977769	7
HBEGF	-0.07983298	0.9980339765977769	7
NIT1	-0.079879835	0.9999810907733624	0
RP11-141B14.1	-0.079879835	0.9999810907733624	0
CLSTN3	-0.07993281	0.9998635999843186	3
LGALSL	-0.07998307	0.9999810907733624	0
ENKUR	-0.07998307	0.9999810907733624	0
ZNF594	-0.08003469	0.9999810907733624	0
ITGB3	-0.080086306	0.9999810907733624	0
RP11-252A24.3	-0.080086306	0.9999810907733624	0
LINC00957	-0.080086306	0.9999810907733624	0
GNPTAB	-0.080103226	1.0	1
TUBB1	-0.08066733	1.0	1
RPUSD2	-0.0807538	0.999963303507041	2
MALT1	-0.0810626	0.9998635999843186	3
SARDH	-0.081173204	0.999963303507041	2
P2RY10	-0.0812098	0.9998885227712205	5
ZFX	-0.081224	0.9998635999843186	3
ZNF615	-0.08124946	0.999963303507041	2
FAM127A	-0.08136743	1.0	4
TCF12	-0.08150645	0.9998635999843186	3
SLC25A14	-0.08150645	0.9998635999843186	3
RP11-102N12.3	-0.08153228	0.9998885227712205	5
SDHAF2	-0.08163977	0.9998885227712205	5
CCL4L1	-0.08174726	0.9998885227712205	5
EDC3	-0.08182873	1.0	1
ST3GAL3	-0.08185475	0.9998885227712205	5
CCP110	-0.082113914	0.9980339765977769	7
C1QA	-0.082113914	0.9980339765977769	7
RABL2A	-0.082113914	0.9980339765977769	7
CD163	-0.082113914	0.9980339765977769	7
FBXW4	-0.082113914	0.9980339765977769	7
ZFAND4	-0.082113914	0.9980339765977769	7
FAM212A	-0.082165346	0.9989176757928435	6
KIR2DL3	-0.082165346	0.9989176757928435	6
LDOC1L	-0.082165346	0.9989176757928435	6
ANKAR	-0.082165346	0.9989176757928435	6
TMEM234	-0.082273096	0.9998635999843186	3
ADAL	-0.08250766	0.999963303507041	2
PXMP4	-0.08274475	1.0	4
ZNF350	-0.08276843	0.9998885227712205	5
CHPF2	-0.08279103	1.0	1
RP11-421L21.3	-0.08291869	0.9998635999843186	3
RP11-162G10.5	-0.083105996	0.9999810907733624	0
NDUFB8-1	-0.08314465	0.9998885227712205	5
ANKRD54	-0.083283246	0.9989176757928435	6
SLC16A5	-0.083312474	0.9999810907733624	0
NUPL2	-0.08332219	0.9998635999843186	3
SLC25A12	-0.0833899	0.9999810907733624	0
AC092295.7	-0.08346733	0.9999810907733624	0
AP3M2	-0.08350682	0.9989176757928435	6
GMPPA	-0.08350682	0.9989176757928435	6
ATP6V0E2	-0.08350682	0.9989176757928435	6
NBR1	-0.083673805	0.9999810907733624	0
ST20	-0.0837896	0.9998885227712205	5
DENND5A	-0.084333956	1.0	4
SREBF1	-0.08439486	0.9980339765977769	7
TAOK2	-0.08439486	0.9980339765977769	7
SIGLEC14	-0.08439486	0.9980339765977769	7
BCDIN3D	-0.08439486	0.9980339765977769	7
BMPR2	-0.08439486	0.9980339765977769	7
RP11-400F19.6	-0.08439486	0.9980339765977769	7
PRICKLE1	-0.08445198	0.9998635999843186	3
TEX2	-0.08445198	0.9998635999843186	3
CRIP3	-0.08445198	0.9998635999843186	3
RP1-28O10.1	-0.08445198	0.9998635999843186	3
YES1	-0.08445198	0.9998635999843186	3
HP	-0.08445198	0.9998635999843186	3
AC004257.3	-0.08445198	0.9998635999843186	3
LINC00886	-0.08445198	0.9998635999843186	3
PRKAR2B	-0.08445198	0.9998635999843186	3
RP11-950C14.3	-0.08445198	0.9998635999843186	3
IDO1	-0.08445198	0.9998635999843186	3
RP11-219B17.1	-0.08445198	0.9998635999843186	3
TPM2	-0.08445198	0.9998635999843186	3
LY6G6F	-0.08445198	0.9998635999843186	3
CXCR1	-0.08445198	0.9998635999843186	3
LINC00211	-0.08445198	0.9998635999843186	3
FSTL1	-0.08445198	0.9998635999843186	3
CTD-2015H6.3	-0.08445198	0.9998635999843186	3
JAM3	-0.08445198	0.9998635999843186	3
RP11-527L4.5	-0.08445198	0.9998635999843186	3
DRAXIN	-0.08445198	0.9998635999843186	3
ARHGAP19	-0.08445198	0.9998635999843186	3
PARS2	-0.08445198	0.9998635999843186	3
AP4B1-AS1	-0.08445198	0.9998635999843186	3
NT5M	-0.08445198	0.9998635999843186	3
RP11-1000B6.3	-0.08445198	0.9998635999843186	3
CHERP	-0.08481518	1.0	1
UBB	-0.08496009	0.9989176757928435	6
CEP68	-0.08539343	1.0	4
ALOX12	-0.085455716	0.9998885227712205	5
SEC61A2	-0.085455716	0.9998885227712205	5
CCL2	-0.085455716	0.9998885227712205	5
C3orf18	-0.085455716	0.9998885227712205	5
CTNNAL1	-0.085455716	0.9998885227712205	5
RP11-70P17.1	-0.085764244	1.0	4
GTPBP2	-0.08607799	0.9989176757928435	6
KLC4	-0.086082086	1.0	4
PDE6B	-0.08613506	1.0	4
SMCHD1	-0.086301565	0.9989176757928435	6
IL1RAP	-0.08655017	0.9998635999843186	3
FADS1	-0.0866758	0.9980339765977769	7
HMG20A	-0.0866758	0.9980339765977769	7
CTD-2267D19.2	-0.0866758	0.9980339765977769	7
EDC3	-0.0866758	0.9980339765977769	7
TSPAN33	-0.08671156	0.9998635999843186	3
PRKCB	-0.08679227	0.9998635999843186	3
SEC61A2	-0.08687669	1.0	4
RP11-398C13.6	-0.08687669	1.0	4
ALOX12	-0.08687669	1.0	4
CCL2	-0.08687669	1.0	4
LINC01013	-0.08687669	1.0	4
PCP2	-0.08687669	1.0	4
RP11-145M9.4	-0.08687669	1.0	4
CTNNAL1	-0.08687669	1.0	4
PTGDR2	-0.08687669	1.0	4
ARG2	-0.08687669	1.0	4
RP1-111C20.4	-0.08687669	1.0	4
NEFH	-0.08687669	1.0	4
EGFL7	-0.08687669	1.0	4
PAICS	-0.08690685	0.9998885227712205	5
MYOM2	-0.08700321	0.9999810907733624	0
SUV420H2	-0.08701434	0.9998885227712205	5
TREML1	-0.08703437	0.9998635999843186	3
KIAA0101	-0.08703843	1.0	1
GFI1B	-0.08710479	1.0	1
TNFRSF9	-0.08710479	1.0	1
TCEAL4	-0.08739751	0.9998635999843186	3
USP38	-0.08740643	1.0	4
RAB38	-0.08743662	1.0	1
SNAP47	-0.08750235	0.999963303507041	2
FMO4	-0.087502986	1.0	1
IP6K1	-0.087531246	0.9989176757928435	6
LILRA4	-0.08763572	1.0	1
SEPT5	-0.08763572	1.0	1
ING5	-0.08772031	0.9998635999843186	3
ZNF468	-0.08776678	0.9998885227712205	5
CD79A	-0.08786662	0.9989176757928435	6
BBS2	-0.08787428	0.9998885227712205	5
TMEM87B	-0.08788072	0.9999810907733624	0
BRAT1	-0.08808926	0.9998885227712205	5
TPM4	-0.088123806	0.9998635999843186	3
KPNA1	-0.088304244	0.9998885227712205	5
METTL21A	-0.08830697	1.0	4
CRELD2	-0.08837928	0.999963303507041	2
VPS26B	-0.08866438	1.0	1
PPT2-EGFL8	-0.088809855	0.9999810907733624	0
DDI2	-0.08889666	1.0	1
TYW5	-0.08895674	0.9980339765977769	7
ZNF333	-0.08895674	0.9980339765977769	7
DENND6A	-0.08895674	0.9980339765977769	7
ZNF559	-0.08895674	0.9980339765977769	7
NEIL1	-0.08895674	0.9980339765977769	7
CHN2	-0.08895674	0.9980339765977769	7
SENP2	-0.08895674	0.9980339765977769	7
SMPDL3A	-0.08895674	0.9980339765977769	7
TANGO6	-0.08895674	0.9980339765977769	7
STAMBP	-0.08897115	0.9998635999843186	3
RAD51B	-0.08921325	0.9998635999843186	3
ARMCX5	-0.08921325	0.9998635999843186	3
YTHDC1	-0.08954346	0.9989176757928435	6
PHACTR4	-0.08963748	0.999963303507041	2
KCNG1	-0.08999062	0.9989176757928435	6
TRIM23	-0.08999062	0.9989176757928435	6
IL6	-0.08999062	0.9989176757928435	6
DDX46	-0.08999709	0.9999810907733624	0
PTGES2	-0.09017127	0.999963303507041	2
RP11-349A22.5	-0.09047737	0.9980339765977769	7
MKLN1	-0.090513274	0.9999810907733624	0
SUV420H2	-0.09058484	1.0	4
DPH6	-0.09090268	1.0	4
ZNF688	-0.09092622	0.9999810907733624	0
NT5M	-0.09101007	0.999963303507041	2
AP001462.6	-0.09101007	0.999963303507041	2
AP4B1-AS1	-0.09101007	0.999963303507041	2
PRKAR2B	-0.09101007	0.999963303507041	2
PARS2	-0.09101007	0.999963303507041	2
TPM2	-0.09101007	0.999963303507041	2
YES1	-0.09101007	0.999963303507041	2
CTD-2015H6.3	-0.09101007	0.999963303507041	2
CAMK2N1	-0.09101007	0.999963303507041	2
LINC00211	-0.09101007	0.999963303507041	2
ATP8B3	-0.09101007	0.999963303507041	2
C1orf198	-0.09101007	0.999963303507041	2
LY6G6F	-0.09101007	0.999963303507041	2
FSTL1	-0.09101007	0.999963303507041	2
HOMER2	-0.09101007	0.999963303507041	2
KIF3C	-0.09101007	0.999963303507041	2
RP11-527L4.5	-0.09101007	0.999963303507041	2
C2orf76	-0.09123769	0.9980339765977769	7
C16orf58	-0.09123769	0.9980339765977769	7
LRRK2	-0.09123769	0.9980339765977769	7
STK11IP	-0.09123769	0.9980339765977769	7
HERPUD2	-0.09133209	0.9989176757928435	6
TCTA	-0.09133917	0.9999810907733624	0
INO80C	-0.09139214	0.9998635999843186	3
ARSG	-0.09179563	0.9998635999843186	3
EDC3	-0.091887	0.999963303507041	2
RPUSD1	-0.09196215	1.0	4
HDGF	-0.09196215	1.0	4
DISP1	-0.092010215	0.9999810907733624	0
SPARC	-0.09211843	0.9998635999843186	3
ARL2	-0.09244122	0.9998635999843186	3
NOP58	-0.09256227	0.9998635999843186	3
JAZF1	-0.09261313	1.0	1
RIC3	-0.09275831	0.9980339765977769	7
PWP1	-0.09312073	0.9989176757928435	6
CUL4B	-0.09351863	0.9980339765977769	7
NAA25	-0.09351863	0.9980339765977769	7
DAGLB	-0.09351863	0.9980339765977769	7
PLA2G7	-0.09351863	0.9980339765977769	7
RHEBL1	-0.09351863	0.9980339765977769	7
PHRF1	-0.09351863	0.9980339765977769	7
BRAT1	-0.09355136	1.0	4
IFFO1	-0.09357102	0.9998635999843186	3
TUBB1	-0.09386849	0.9999810907733624	0
HBA1	-0.09390326	0.9989176757928435	6
PDCD1	-0.09390326	0.9989176757928435	6
MRM1	-0.09390326	0.9989176757928435	6
PAWR	-0.09390326	0.9989176757928435	6
SLC39A14	-0.094001286	0.9998885227712205	5
TNFRSF9	-0.094001286	0.9998885227712205	5
FMO4	-0.094001286	0.9998885227712205	5
PALLD	-0.094001286	0.9998885227712205	5
ZNF404	-0.094001286	0.9998885227712205	5
ANKEF1	-0.094001286	0.9998885227712205	5
LILRA4	-0.094001286	0.9998885227712205	5
STAU1	-0.09405521	0.9998635999843186	3
PPP6R1	-0.094136514	0.999963303507041	2
PRMT2	-0.09427894	0.9980339765977769	7
C2orf76	-0.094307244	0.9999810907733624	0
EREG	-0.09459249	0.9998885227712205	5
NEK8	-0.094770014	1.0	1
PHF5A	-0.09480319	1.0	1
RNF14	-0.09520139	1.0	1
RMND5A	-0.095204085	0.999963303507041	2
SLC2A13	-0.095246516	1.0	4
LINC00494	-0.095367305	1.0	1
RP11-545I5.3	-0.095367305	1.0	1
PDZK1IP1	-0.095367305	1.0	1
TTC30A	-0.095367305	1.0	1
RP11-390B4.5	-0.095367305	1.0	1
RP11-219B4.7	-0.095367305	1.0	1
HGD	-0.095367305	1.0	1
CLDN5	-0.095367305	1.0	1
HIST1H1B	-0.095367305	1.0	1
COLGALT2	-0.095367305	1.0	1
ARRDC4	-0.095417045	0.9999810907733624	0
HDAC9	-0.09555992	0.9998885227712205	5
SEPT5	-0.09556436	1.0	4
DLEU7	-0.09556436	1.0	4
LYSMD4	-0.09556436	1.0	4
OSBPL1A	-0.09556436	1.0	4
GFI1B	-0.09556436	1.0	4
SLC22A18AS	-0.09556436	1.0	4
LILRA4	-0.09556436	1.0	4
SLC39A14	-0.09556436	1.0	4
ANKEF1	-0.09556436	1.0	4
PRELID2	-0.09556436	1.0	4
NELFB	-0.09566741	0.9998885227712205	5
TTPAL	-0.09579957	0.9980339765977769	7
SLC25A14	-0.09579957	0.9980339765977769	7
MLTK	-0.09579957	0.9980339765977769	7
PXMP4	-0.09579957	0.9980339765977769	7
TMEM87B	-0.09579957	0.9980339765977769	7
ZFX	-0.09579957	0.9980339765977769	7
RAMP1	-0.09579957	0.9980339765977769	7
PDE6B	-0.09579957	0.9980339765977769	7
SAFB2	-0.095830604	0.9998635999843186	3
KLF11	-0.09596663	0.999963303507041	2
C1QB	-0.09606414	1.0	1
C9orf37	-0.09620486	0.9998885227712205	5
AP4S1	-0.096362785	1.0	1
DNASE1L3	-0.09651655	0.9998635999843186	3
C5orf42	-0.09651655	0.9998635999843186	3
WBP2NL	-0.09651655	0.9998635999843186	3
RP11-701P16.5	-0.09651655	0.9998635999843186	3
SLC22A4	-0.09651655	0.9998635999843186	3
CLEC4C	-0.09651655	0.9998635999843186	3
FAXDC2	-0.09651655	0.9998635999843186	3
SPATA7	-0.09651655	0.9998635999843186	3
RP11-178G16.4	-0.09651655	0.9998635999843186	3
RPH3A	-0.09651655	0.9998635999843186	3
CXCL3	-0.09651655	0.9998635999843186	3
SCGB1C1	-0.09651655	0.9998635999843186	3
MYO1E	-0.09651655	0.9998635999843186	3
EML6	-0.09651655	0.9998635999843186	3
ARHGAP33	-0.09651655	0.9998635999843186	3
C19orf33	-0.09651655	0.9998635999843186	3
THBS1	-0.09651655	0.9998635999843186	3
LRRIQ3	-0.09651655	0.9998635999843186	3
NT5C3A	-0.096552655	0.9999810907733624	0
AAR2	-0.09703419	0.999963303507041	2
WHAMM	-0.09711854	0.9998885227712205	5
ARSG	-0.09732509	1.0	1
NEK8	-0.09733352	0.9998885227712205	5
SLC48A1	-0.09781589	0.9989176757928435	6
ZNF212	-0.09781589	0.9989176757928435	6
RP11-367G6.3	-0.09781589	0.9989176757928435	6
ATP5D	-0.09794817	1.0	4
THAP2	-0.098001145	1.0	4
ST20	-0.098080516	0.9980339765977769	7
PGM2L1	-0.098080516	0.9980339765977769	7
ZNF468	-0.098080516	0.9980339765977769	7
SUV420H2	-0.098080516	0.9980339765977769	7
FCRL2	-0.098080516	0.9980339765977769	7
ATG16L1	-0.098080516	0.9980339765977769	7
BBS2	-0.098080516	0.9980339765977769	7
SURF6	-0.09833053	0.999963303507041	2
C15orf57	-0.09837195	1.0	4
PEMT	-0.0984779	1.0	4
DOHH	-0.09848648	1.0	1
SERPINE2	-0.09849369	0.9998635999843186	3
NOC4L	-0.09868558	1.0	1
LINC00662	-0.09879574	1.0	4
CEP85L	-0.09897869	0.999963303507041	2
CTC-378H22.1	-0.09906061	1.0	4
RP11-291B21.2	-0.09938095	0.9989176757928435	6
GUCD1	-0.099448785	1.0	1
TTC1	-0.09958873	0.999963303507041	2
GRSF1	-0.09974453	0.9998635999843186	3
SIRT6	-0.09990592	0.9998635999843186	3
ADD1	-0.09994653	1.0	1
RAB40C	-0.09998663	0.9998635999843186	3
MVD	-0.1002369	0.999963303507041	2
ABHD13	-0.10028954	0.9998885227712205	5
FEM1B	-0.10031315	0.999963303507041	2
CTC-378H22.1	-0.10036145	0.9980339765977769	7
C9orf37	-0.10036145	0.9980339765977769	7
ATG7	-0.10036145	0.9980339765977769	7
PURA	-0.10036145	0.9980339765977769	7
VIPR1	-0.10036145	0.9980339765977769	7
EREG	-0.10036145	0.9980339765977769	7
KIR3DL2	-0.10036145	0.9980339765977769	7
HDAC9	-0.10036145	0.9980339765977769	7
NELFB	-0.10036145	0.9980339765977769	7
PTGS1	-0.100389406	0.999963303507041	2
NUDT1	-0.10039824	0.9999810907733624	0
PHF12	-0.100437924	1.0	4
ACOT11	-0.10050148	0.9999810907733624	0
CTD-2368P22.1	-0.10065634	0.9999810907733624	0
ZNF841	-0.10075957	0.9999810907733624	0
RP1-315G1.3	-0.10081119	0.9999810907733624	0
C19orf33	-0.10086281	0.9999810907733624	0
ZFP69	-0.10095502	0.9998635999843186	3
FAXDC2	-0.10106929	0.9999810907733624	0
TDG	-0.10164761	0.999963303507041	2
RP11-70P17.1	-0.10172853	0.9989176757928435	6
CCL4L1	-0.10172853	0.9989176757928435	6
CDKN2A	-0.10172853	0.9989176757928435	6
RAB40C	-0.10172853	0.9989176757928435	6
NAPA-AS1	-0.10172853	0.9989176757928435	6
ST3GAL3	-0.10172853	0.9989176757928435	6
ZFP69	-0.10172853	0.9989176757928435	6
SLC20A2	-0.10212516	0.9998635999843186	3
MMD	-0.1022049	0.9999810907733624	0
TOMM40	-0.102292	1.0	4
MIS18A	-0.102462985	0.9999810907733624	0
RP3-325F22.5	-0.10254686	0.9998885227712205	5
LZTS2	-0.10254686	0.9998885227712205	5
ZBTB41	-0.10254686	0.9998885227712205	5
CLEC1B	-0.10254686	0.9998885227712205	5
CTB-113I20.2	-0.10254686	0.9998885227712205	5
AC092295.7	-0.10254686	0.9998885227712205	5
RP11-162G10.5	-0.10254686	0.9998885227712205	5
GLYCTK	-0.102642395	0.9980339765977769	7
RFNG	-0.102642395	0.9980339765977769	7
CD93	-0.102642395	0.9980339765977769	7
CR1	-0.102642395	0.9980339765977769	7
C10orf32	-0.10273463	0.9989176757928435	6
FKBP3	-0.10294394	0.999963303507041	2
RP11-5C23.1	-0.10296616	1.0	1
RP11-532F6.3	-0.10296616	1.0	1
MED9	-0.103165254	1.0	1
MINA	-0.10340537	0.9989176757928435	6
TRAPPC12-AS1	-0.10343072	1.0	1
RMND5A	-0.10356337	1.0	4
TARSL2	-0.10362895	0.9989176757928435	6
ZBTB41	-0.10362981	1.0	1
CTNNB1	-0.10365021	0.9999810907733624	0
MRE11A	-0.10365845	0.9998635999843186	3
XRRA1	-0.10382824	1.0	4
